type	latitude	longitude	name	desc
T	18.4927148	-66.6130257
T	18.4923892	-66.6113091
T	18.4920636	-66.6099358
T	18.4914938	-66.6079617
T	18.4910054	-66.6061592
T	18.4901100	-66.6040993
T	18.4899472	-66.6023827
T	18.4897030	-66.6005802
T	18.4894588	-66.5992069
T	18.4888076	-66.5974903
T	18.4881564	-66.5956879
T	18.4874238	-66.5943146
T	18.4868539	-66.5930271
T	18.4866097	-66.5917397
T	18.4861213	-66.5901089
T	18.4859585	-66.5886497
T	18.4857143	-66.5872765
T	18.4856329	-66.5856457
T	18.4854701	-66.5842724
T	18.4852259	-66.5827274
T	18.4852259	-66.5811825
T	18.4853073	-66.5800667
T	18.4853073	-66.5788651
T	18.4856329	-66.5771484
T	18.4859585	-66.5752602
T	18.4861213	-66.5735435
T	18.4864469	-66.5715694
T	18.4868539	-66.5696812
T	18.4867725	-66.5678787
T	18.4864469	-66.5664196
T	18.4870981	-66.5652180
T	18.4878981	-66.5652180
T	18.4872469	-66.5664196
T	18.4875725	-66.5678787
T	18.4876539	-66.5696812
T	18.4872469	-66.5715694
T	18.4869213	-66.5735435
T	18.4867585	-66.5752602
T	18.4864329	-66.5771484
T	18.4861073	-66.5788651
T	18.4861073	-66.5800667
T	18.4860259	-66.5811825
T	18.4860259	-66.5827274
T	18.4862701	-66.5842724
T	18.4864329	-66.5856457
T	18.4865143	-66.5872765
T	18.4867585	-66.5886497
T	18.4869213	-66.5901089
T	18.4874097	-66.5917397
T	18.4876539	-66.5930271
T	18.4882238	-66.5943146
T	18.4889564	-66.5956879
T	18.4896076	-66.5974903
T	18.4902588	-66.5992069
T	18.4905030	-66.6005802
T	18.4907472	-66.6023827
T	18.4909100	-66.6040993
T	18.4918054	-66.6061592
T	18.4922938	-66.6079617
T	18.4928636	-66.6099358
T	18.4931892	-66.6113091
T	18.4935148	-66.6130257
T	18.4943148	-66.6130257
T	18.4939892	-66.6113091
T	18.4936636	-66.6099358
T	18.4930938	-66.6079617
T	18.4926054	-66.6061592
T	18.4917100	-66.6040993
T	18.4915472	-66.6023827
T	18.4913030	-66.6005802
T	18.4910588	-66.5992069
T	18.4904076	-66.5974903
T	18.4897564	-66.5956879
T	18.4890238	-66.5943146
T	18.4884539	-66.5930271
T	18.4882097	-66.5917397
T	18.4877213	-66.5901089
T	18.4875585	-66.5886497
T	18.4873143	-66.5872765
T	18.4872329	-66.5856457
T	18.4870701	-66.5842724
T	18.4868259	-66.5827274
T	18.4868259	-66.5811825
T	18.4869073	-66.5800667
T	18.4869073	-66.5788651
T	18.4872329	-66.5771484
T	18.4875585	-66.5752602
T	18.4877213	-66.5735435
T	18.4880469	-66.5715694
T	18.4884539	-66.5696812
T	18.4883725	-66.5678787
T	18.4880469	-66.5664196
T	18.4886981	-66.5652180
T	18.4894981	-66.5652180
T	18.4888469	-66.5664196
T	18.4891725	-66.5678787
T	18.4892539	-66.5696812
T	18.4888469	-66.5715694
T	18.4885213	-66.5735435
T	18.4883585	-66.5752602
T	18.4880329	-66.5771484
